GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
JaCoCo Ant Example,nu.staldal.xmlutil,XMLReaderImpl,58,0,0,0,19,0,14,0,14,0
JaCoCo Ant Example,nu.staldal.xmlutil,XMLReaderImplEvoSuiteTest,3,0,0,0,1,0,1,0,1,0
JaCoCo Ant Example,nu.staldal.xmlutil,ContentHandlerFixer,30,449,10,68,5,97,8,46,0,15
JaCoCo Ant Example,nu.staldal.xmlutil,ContentHandlerAdapter,15,205,3,13,3,43,3,14,0,9
JaCoCo Ant Example,nu.staldal.xmlutil,ContentHandlerFixerEvoSuiteTest,43,477,0,0,15,119,0,23,0,23
JaCoCo Ant Example,nu.staldal.xmlutil,DocumentHandlerAdapter,3,345,4,46,1,73,4,33,0,12
JaCoCo Ant Example,nu.staldal.xmlutil,ContentHandlerAdapterEvoSuiteTest,6,158,0,0,3,45,0,10,0,10
JaCoCo Ant Example,nu.staldal.xmlutil,DocumentHandlerAdapterEvoSuiteTest,60,448,0,0,21,123,0,24,0,24
JaCoCo Ant Example,nu.staldal.xmlutil,ContentHandlerSnooperEvoSuiteTest,231,218,0,0,55,55,5,9,5,9
JaCoCo Ant Example,nu.staldal.xmlutil,ContentHandlerSnooper,39,161,0,4,6,30,2,12,2,10
JaCoCo Ant Example,nu.staldal.lagoon.filestorage,FTPFileStorage.FTPOutputHandler,21,10,0,0,8,4,2,1,2,1
JaCoCo Ant Example,nu.staldal.lagoon.filestorage,LocalFileStorageEvoSuiteTest,0,201,0,0,0,59,0,18,0,18
JaCoCo Ant Example,nu.staldal.lagoon.filestorage,LocalFileStorage,52,161,11,13,11,41,9,11,0,8
JaCoCo Ant Example,nu.staldal.lagoon.filestorage,LocalFileStorageEvoSuiteTest.new Runnable() {...},11,12,0,0,5,4,0,2,0,2
JaCoCo Ant Example,nu.staldal.lagoon.filestorage,LocalFileStorageEvoSuiteTest.new Runnable() {...},9,12,0,0,5,4,0,2,0,2
JaCoCo Ant Example,nu.staldal.lagoon.filestorage,LocalFileStorageEvoSuiteTest.new Runnable() {...},9,12,0,0,5,4,0,2,0,2
