Nr.   Classes Functions      NCSS  Javadocs Package
  1         3         5        47         0 org.jsecurity.aop
  2         6        66       449         0 org.jsecurity.authc
  3        11        32       330         0 org.jsecurity.authc.credential
  4         9        42       362         0 org.jsecurity.authc.pam
  5         4        82       599         0 org.jsecurity.authz
  6        14        13       144         0 org.jsecurity.authz.aop
  7         3        10        76         0 org.jsecurity.authz.permission
  8         2        10        63         0 org.jsecurity.cache
  9         3        32       201         0 org.jsecurity.codec
 10         4        25       181         0 org.jsecurity.config
 11         1         4        29         0 org.jsecurity.crypto
 12         7        40       199         0 org.jsecurity.crypto.hash
 13         6        34       210         0 org.jsecurity.io
 14         2        15       107         0 org.jsecurity.jndi
 15         4        45       356         0 org.jsecurity.realm
 16         1         7        68         0 org.jsecurity.realm.activedirectory
 17         1        11        79         0 org.jsecurity.realm.jdbc
 18         1         4        32         0 org.jsecurity.realm.jndi
 19         3        20       129         0 org.jsecurity.realm.ldap
 20         2        11        80         0 org.jsecurity.realm.text
 21         1         1        13         0 org.jsecurity.session
 22         1         0         6         0 org.jsecurity.session.mgt
 23         2        48       307         0 org.jsecurity.subject
 24         7        78       367         0 org.jsecurity.util
 25         3        14        73         0 org.jsecurity.web
 26         3        10        49         0 org.jsecurity.web.attr
 27         1         1         9         0 org.jsecurity.web.servlet
 28         1         0         6         0 org.jsecurity.web.session
    --------- --------- --------- ---------
          106       660      4571         0 Total

 Packages   Classes Functions      NCSS  Javadocs | per
-------------------------------------------------------------
    28.00    106.00    660.00   4571.00      0.00 | Project
               3.79     23.57    163.25      0.00 | Package
                         6.23     43.12      0.00 | Class
                                   6.93      0.00 | Function

Nr. NCSS Functions Classes Javadocs Class
  1   51         9       0        0 org.jsecurity.jndi.JndiLocatorEvoSuiteTest
  2   36         6       0        0 org.jsecurity.jndi.JndiTemplateEvoSuiteTest
  3    4         1       0        0 org.jsecurity.cache.HashtableCacheManagerEvoSuiteTest
  4   45         9       0        0 org.jsecurity.cache.HashtableCacheEvoSuiteTest
  5   46         7       0        0 org.jsecurity.realm.activedirectory.ActiveDirectoryRealmEvoSuiteTest
  6   24         4       0        0 org.jsecurity.realm.jndi.JndiRealmFactoryEvoSuiteTest
  7   28         5       0        0 org.jsecurity.realm.AuthenticatingRealmEvoSuiteTest
  8    9         2       0        0 org.jsecurity.realm.CachingRealmEvoSuiteTest
  9   33         6       0        0 org.jsecurity.realm.text.TextConfigurationRealmEvoSuiteTest
 10   27         5       0        0 org.jsecurity.realm.text.PropertiesRealmEvoSuiteTest
 11   58        11       0        0 org.jsecurity.realm.jdbc.JdbcRealmEvoSuiteTest
 12  215        30       0        0 org.jsecurity.realm.AuthorizingRealmEvoSuiteTest
 13   31         7       0        0 org.jsecurity.realm.ldap.AbstractLdapRealmEvoSuiteTest
 14   57        10       0        0 org.jsecurity.realm.ldap.DefaultLdapContextFactoryEvoSuiteTest
 15   11         3       0        0 org.jsecurity.realm.ldap.LdapUtilsEvoSuiteTest
 16   43         8       0        0 org.jsecurity.realm.SimpleAccountRealmEvoSuiteTest
 17  137        31       0        0 org.jsecurity.util.AntPathMatcherEvoSuiteTest
 18   24         6       0        0 org.jsecurity.util.CollectionUtilsEvoSuiteTest
 19    7         3       0        0 org.jsecurity.util.JdbcUtilsEvoSuiteTest
 20   78        25       0        0 org.jsecurity.util.StringUtilsEvoSuiteTest
 21   12         3       0        0 org.jsecurity.util.PermissionUtilsEvoSuiteTest
 22   10         3       0        0 org.jsecurity.util.JavaEnvironmentEvoSuiteTest
 23   41         7       0        0 org.jsecurity.util.ClassUtilsEvoSuiteTest
 24   45         9       0        0 org.jsecurity.io.IniResourceEvoSuiteTest
 25   40        12       0        0 org.jsecurity.io.ResourceUtilsEvoSuiteTest
 26   15         3       0        0 org.jsecurity.io.TextResourceEvoSuiteTest
 27   22         4       0        0 org.jsecurity.io.XmlSerializerEvoSuiteTest
 28   21         4       0        0 org.jsecurity.io.DefaultSerializerEvoSuiteTest
 29   11         2       0        0 org.jsecurity.io.AbstractResourceEvoSuiteTest
 30   16         5       0        0 org.jsecurity.crypto.hash.Sha384HashEvoSuiteTest
 31   52        10       0        0 org.jsecurity.crypto.hash.AbstractHashEvoSuiteTest
 32   17         5       0        0 org.jsecurity.crypto.hash.Sha512HashEvoSuiteTest
 33   17         5       0        0 org.jsecurity.crypto.hash.Sha1HashEvoSuiteTest
 34   16         5       0        0 org.jsecurity.crypto.hash.Md5HashEvoSuiteTest
 35   18         5       0        0 org.jsecurity.crypto.hash.Md2HashEvoSuiteTest
 36   17         5       0        0 org.jsecurity.crypto.hash.Sha256HashEvoSuiteTest
 37   21         4       0        0 org.jsecurity.crypto.BlowfishCipherEvoSuiteTest
 38    3         1       0        0 org.jsecurity.web.servlet.ServletContextSupportEvoSuiteTest
 39    7         3       0        0 org.jsecurity.web.RedirectViewEvoSuiteTest
 40    8         3       0        0 org.jsecurity.web.attr.AbstractWebAttributeEvoSuiteTest
 41   12         5       0        0 org.jsecurity.web.attr.CookieAttributeEvoSuiteTest
 42    5         2       0        0 org.jsecurity.web.attr.RequestParamAttributeEvoSuiteTest
 43    1         0       0        0 org.jsecurity.web.session.WebSessionEvoSuiteTest
 44   46        11       0        0 org.jsecurity.web.WebRememberMeManagerEvoSuiteTest
 45    1         0       0        0 org.jsecurity.web.SavedRequestEvoSuiteTest
 46   47         8       1        0 org.jsecurity.authc.credential.SimpleCredentialsMatcherEvoSuiteTest
 47   10         1       0        0 org.jsecurity.authc.credential.SimpleCredentialsMatcherEvoSuiteTest.Runnable
 48   10         2       0        0 org.jsecurity.authc.credential.Sha1CredentialsMatcherEvoSuiteTest
 49   18         2       0        0 org.jsecurity.authc.credential.Md5CredentialsMatcherEvoSuiteTest
 50   42         5       0        0 org.jsecurity.authc.credential.HashedCredentialsMatcherEvoSuiteTest
 51   14         2       0        0 org.jsecurity.authc.credential.Md2CredentialsMatcherEvoSuiteTest
 52    9         2       0        0 org.jsecurity.authc.credential.Sha256CredentialsMatcherEvoSuiteTest
 53   13         2       0        0 org.jsecurity.authc.credential.Sha384CredentialsMatcherEvoSuiteTest
 54   14         2       0        0 org.jsecurity.authc.credential.Sha512CredentialsMatcherEvoSuiteTest
 55   25         5       1        0 org.jsecurity.authc.credential.AllowAllCredentialsMatcherEvoSuiteTest
 56    8         1       0        0 org.jsecurity.authc.credential.AllowAllCredentialsMatcherEvoSuiteTest.Runnable
 57   91        14       0        0 org.jsecurity.authc.SimpleAuthenticationInfoEvoSuiteTest
 58   61        10       0        0 org.jsecurity.authc.AbstractAuthenticatorEvoSuiteTest
 59  134        24       0        0 org.jsecurity.authc.SimpleAccountEvoSuiteTest
 60   41         7       1        0 org.jsecurity.authc.pam.AtLeastOneSuccessfulModularAuthenticationStrategyEvoSuiteTest
 61   10         1       0        0 org.jsecurity.authc.pam.AtLeastOneSuccessfulModularAuthenticationStrategyEvoSuiteTest.Runnable
 62   27         5       0        0 org.jsecurity.authc.pam.FirstSuccessfulAuthenticationStrategyEvoSuiteTest
 63   78        11       3        0 org.jsecurity.authc.pam.AbstractAuthenticationStrategyEvoSuiteTest
 64    8         1       0        0 org.jsecurity.authc.pam.AbstractAuthenticationStrategyEvoSuiteTest.Runnable
 65    8         1       0        0 org.jsecurity.authc.pam.AbstractAuthenticationStrategyEvoSuiteTest.Runnable
 66    9         1       0        0 org.jsecurity.authc.pam.AbstractAuthenticationStrategyEvoSuiteTest.Runnable
 67   78        11       0        0 org.jsecurity.authc.pam.ModularRealmAuthenticatorEvoSuiteTest
 68   30         4       0        0 org.jsecurity.authc.pam.AllSuccessfulModularAuthenticationStrategyEvoSuiteTest
 69   92        16       2        0 org.jsecurity.authc.UsernamePasswordTokenEvoSuiteTest
 70    9         1       0        0 org.jsecurity.authc.UsernamePasswordTokenEvoSuiteTest.Runnable
 71    7         1       0        0 org.jsecurity.authc.UsernamePasswordTokenEvoSuiteTest.Runnable
 72   42         8       0        0 org.jsecurity.config.IniConfigurationEvoSuiteTest
 73    5         1       0        0 org.jsecurity.config.ResourceConfigurationEvoSuiteTest
 74   83        14       0        0 org.jsecurity.config.ReflectionBuilderEvoSuiteTest
 75   12         2       0        0 org.jsecurity.config.TextConfigurationEvoSuiteTest
 76   49         8       0        0 org.jsecurity.codec.CodecSupportEvoSuiteTest
 77   27         6       0        0 org.jsecurity.codec.HexEvoSuiteTest
 78   97        18       0        0 org.jsecurity.codec.Base64EvoSuiteTest
 79  112        21       0        0 org.jsecurity.subject.AbstractRememberMeManagerEvoSuiteTest
 80  165        27       0        0 org.jsecurity.subject.SimplePrincipalCollectionEvoSuiteTest
 81    6         1       0        0 org.jsecurity.session.ProxiedSessionEvoSuiteTest
 82    1         0       0        0 org.jsecurity.session.mgt.ImmutableProxiedSessionEvoSuiteTest
 83  243        33       0        0 org.jsecurity.authz.SimpleAuthorizingAccountEvoSuiteTest
 84  127        20       0        0 org.jsecurity.authz.ModularRealmAuthorizerEvoSuiteTest
 85   86        15       0        0 org.jsecurity.authz.SimpleRoleEvoSuiteTest
 86   71        14       0        0 org.jsecurity.authz.SimpleAuthorizationInfoEvoSuiteTest
 87    4         1       0        0 org.jsecurity.authz.permission.WildcardPermissionResolverEvoSuiteTest
 88   44         8       0        0 org.jsecurity.authz.permission.WildcardPermissionEvoSuiteTest
 89    6         1       0        0 org.jsecurity.authz.permission.AllPermissionEvoSuiteTest
 90    9         2       0        0 org.jsecurity.authz.aop.PermissionAnnotationHandlerEvoSuiteTest
